Date,Close
2008-12-31,43.919998
2009-01-02,43.259997999999996
2009-01-05,40.869999
2009-01-06,42.990002000000004
2009-01-07,40.799999
2009-01-08,42.650002
2009-01-09,40.810001
2009-01-12,36.759997999999996
2009-01-13,39.349998
2009-01-14,38.290001000000004
2009-01-15,39.779999
2009-01-16,42.099998
2009-01-20,40.610001000000004
2009-01-21,40.02
2009-01-22,40.509997999999996
2009-01-23,43.02
2009-01-26,42.919998
2009-01-27,43.0
2009-01-28,42.389998999999996
2009-01-29,45.75
2009-01-30,44.459998999999996
2009-02-02,42.369999
2009-02-03,43.439999
2009-02-04,44.139998999999996
2009-02-05,44.970001
2009-02-06,46.610001000000004
2009-02-09,44.580002
2009-02-10,44.07
2009-02-11,49.360001000000004
2009-02-12,48.959998999999996
2009-02-13,47.779999
2009-02-17,50.080002
2009-02-18,49.450001
2009-02-19,48.0
2009-02-20,50.080002
2009-02-23,49.07
2009-02-24,45.470001
2009-02-25,44.509997999999996
2009-02-26,44.099998
2009-02-27,45.48
2009-03-02,43.470001
2009-03-03,44.080002
2009-03-04,44.599998
2009-03-05,47.73
2009-03-06,47.869999
2009-03-09,46.82
2009-03-10,43.34
2009-03-11,45.130001
2009-03-12,45.860001000000004
2009-03-13,46.099998
2009-03-16,46.27
2009-03-17,44.580002
2009-03-18,47.119999
2009-03-19,51.32
2009-03-20,51.700001
2009-03-23,52.349998
2009-03-24,52.380001
2009-03-25,54.0
2009-03-26,54.220001
2009-03-27,52.689999
2009-03-30,51.939999
2009-03-31,54.349998
2009-04-01,56.889998999999996
2009-04-02,54.09
2009-04-03,49.84
2009-04-06,46.689999
2009-04-07,47.880001
2009-04-08,47.259997999999996
2009-04-09,45.52
2009-04-13,45.919998
2009-04-14,45.52
2009-04-15,45.990002000000004
2009-04-16,43.889998999999996
2009-04-17,41.59
2009-04-20,45.779999
2009-04-21,43.5
2009-04-22,44.310001
2009-04-23,46.43
2009-04-24,50.220001
2009-04-27,49.150002
2009-04-28,47.639998999999996
2009-04-29,48.689999
2009-04-30,48.400002
2009-05-01,49.560001
2009-05-04,51.25
2009-05-05,50.0
2009-05-06,52.68
2009-05-07,53.549999
2009-05-08,58.029999
2009-05-11,57.93
2009-05-12,59.82
2009-05-13,57.169998
2009-05-14,60.470001
2009-05-15,59.540001000000004
2009-05-18,60.18
2009-05-19,62.650002
2009-05-20,66.010002
2009-05-21,66.470001
2009-05-22,66.739998
2009-05-26,67.870003
2009-05-27,66.660004
2009-05-28,69.879997
2009-05-29,69.809998
2009-06-01,70.510002
2009-06-02,73.959999
2009-06-03,70.550003
2009-06-04,72.199997
2009-06-05,68.540001
2009-06-08,70.849998
2009-06-09,70.529999
2009-06-10,70.68
2009-06-11,70.93
2009-06-12,67.66999799999999
2009-06-15,66.050003
2009-06-16,66.599998
2009-06-17,65.199997
2009-06-18,63.16
2009-06-19,65.739998
2009-06-22,61.650002
2009-06-23,64.440002
2009-06-24,66.410004
2009-06-25,68.040001
2009-06-26,66.57
